774822/name/0	King Ludwig Beerhall
8790086/dietary_restrictions/0	Halal
8790086/dietary_restrictions/1	Vegetarian Friendly
8790086/location/0	Wan Chai / Causeway Bay
8790086/location/1	Hong Kong Island
8790086/location/2	Tai Fat Hau
8806043/name/0	Le Garcon Saigon
8806043/address/0	G/F, No.12-18 Wing Fung Street, Wan Chai
8806043/cuisine/0	Asian
8806043/cuisine/1	Vietnamese
8806043/dietary_restrictions/0	Gluten Free Options
8806043/dietary_restrictions/1	Vegetarian Friendly
8806043/dietary_restrictions/2	Vegan Options
8806043/location/0	Hong Kong Island
8806043/location/1	Tai Fat Hau
8806566/name/0	Bindaas Bar + Kitchen
8806566/address/0	33 Aberdeen Street Central
8806566/cuisine/0	Indian
8806566/cuisine/1	Bar
8806566/cuisine/2	Street Food
8806566/cuisine/3	Asian
8806566/dietary_restrictions/0	Vegetarian Friendly
8806566/dietary_restrictions/1	Vegan Options
8806566/dietary_restrictions/2	Gluten Free Options
8806566/location/0	Sheung Wan
8806566/location/1	Central District
8806566/location/2	Hong Kong Island
8825681/name/0	OM Tapas
8825681/address/0	G/F, No.1 Minden Avenue, Tsim Sha Tsui
8825681/cuisine/0	Spanish
8825681/cuisine/1	European
8825681/dietary_restrictions/0	Vegetarian Friendly
8825681/dietary_restrictions/1	Gluten Free Options
8825681/location/0	Tsim Sha Tsui
8825681/location/1	Kowloon
8825681/location/2	Yau Tsim Mong District
8837074/name/0	Kowloon Taproom
8837074/address/0	No.17-19, G/F, Ashley Road, Tsim Sha Tsui
8837074/cuisine/0	Bar
8837074/cuisine/1	Pub
8837074/dietary_restrictions/0	None
8837074/location/0	Tsim Sha Tsui
8837074/location/1	Kowloon
8837074/location/2	Yau Tsim Mong District
8837077/name/0	Pivo Czech Bar
8837077/address/0	Shop R004, Roof Level, Elements, No.1 Austin Road West, Tsim Sha Tsui
8837077/cuisine/0	Czech
8837077/cuisine/1	Eastern European
8837077/cuisine/2	Central European
8837077/cuisine/3	Bar
8837077/cuisine/4	European
8837077/cuisine/5	Pub
8837077/dietary_restrictions/0	None
8837077/location/0	Kowloon
8837077/location/1	Yau Tsim Mong District
8845729/name/0	Fishsteria Seafood Place
8845729/address/0	No.2-5A New Praya, Kennedy Town, Western District Shop 3, G/F, New Fortune House
8845729/cuisine/0	Seafood
8845729/dietary_restrictions/0	Vegetarian Friendly
8845729/dietary_restrictions/1	Gluten Free Options
8845729/location/0	Wan Chai / Causeway Bay
8845729/location/1	Hong Kong Island
8845729/location/2	Tai Fat Hau
8845730/name/0	Gia Trattoria Italiana
8845730/address/0	1/F, The Fleet Arcade, No.1 Lung King Street, Fenwick Pier, Wan Chai Near Citic Tower
8845730/cuisine/0	Italian
8845730/cuisine/1	Pizza
8845730/cuisine/2	European
8845730/cuisine/3	Mediterranean
8845730/dietary_restrictions/0	Vegetarian Friendly
8845730/dietary_restrictions/1	Vegan Options
8845730/location/0	Hong Kong Island
8845730/location/1	Tai Fat Hau
8857455/name/0	Alma Portuguese Grill
8857455/address/0	Shop OT 310, Level 3, Ocean Terminal Harbour City, Tsim Sha Tsui
8857455/cuisine/0	Portuguese
8857455/cuisine/1	European
8857455/dietary_restrictions/0	None
8857455/location/0	Tsim Sha Tsui
8857455/location/1	Kowloon
8857455/location/2	Yau Tsim Mong District
8857475/name/0	Le Bistro Winebeast
8857475/address/0	35-45 Johnston Road, Wanchai G/F, Newman House
8857475/cuisine/0	French
8857475/cuisine/1	European
8857475/cuisine/2	Wine Bar
8857475/dietary_restrictions/0	Vegetarian Friendly
8857475/dietary_restrictions/1	Gluten Free Options
8857475/location/0	Wan Chai / Causeway Bay
8857475/location/1	Hong Kong Island
8857475/location/2	Tai Fat Hau
8858173/name/0	Outback Steakhouse
8858173/address/0	Shop 605, 6/F, MOKO, No.193 Prince Edward Road West, Mong Kok
8858173/cuisine/0	Steakhouse
8858173/cuisine/1	American
8858173/cuisine/2	Australian
8858173/dietary_restrictions/0	None
8858173/location/0	Mong Kok
8858173/location/1	Kowloon
8858173/location/2	Yau Tsim Mong District
8861385/name/0	Picoso
8861385/address/0	Room 101, 1/F, Elite Industrial Centre, No.883 Cheung Sha Wan Rd, Lai Chi Kok
8861385/cuisine/0	Mexican
8861385/dietary_restrictions/0	None
8861385/location/0	Sham Shui Po District
8861385/location/1	Lai Chi Kok
8861385/location/2	Kowloon
8862440/name/0	Beef & Liberty Stanley Burgers
8862440/address/0	Shop G04, G/F, Stanley Plaza, No.23 Carmel Road, Stanley
8862440/cuisine/0	American
8862440/cuisine/1	Bar
8862440/cuisine/2	European
8862440/dietary_restrictions/0	Vegetarian Friendly
8862440/dietary_restrictions/1	Gluten Free Options
8862440/location/0	Stanley
8862440/location/1	Hong Kong Island
8862440/location/2	Southern District
8865376/name/0	Bismillah Kebab House
8865376/address/0	Shop 75, 1/F, Chungking Mansions, No.36-44 Nathan Road, Tsim Sha Tsui
8865376/cuisine/0	Indian
8865376/cuisine/1	Turkish
8865376/cuisine/2	Middle Eastern
8865376/dietary_restrictions/0	None
8865376/location/0	Tsim Sha Tsui
8865376/location/1	Kowloon
8865376/location/2	Yau Tsim Mong District
8865377/name/0	Fish School
8865377/address/0	G/F, No.100 Third Street, Sai Ying Pun, Western District
8865377/cuisine/0	Seafood
8865377/dietary_restrictions/0	Gluten Free Options
8865377/location/0	Western (Sai Wan)
8865377/location/1	Hong Kong Island
8865377/location/2	Water Street
8865377/location/3	Western District
8874927/name/0	Yum Cha
8874927/address/0	20-22 Granville Road, Tsim Sha Tsui 3/F, Attitude on Granville
8874927/cuisine/0	Chinese
8874927/dietary_restrictions/0	Vegetarian Friendly
8874927/dietary_restrictions/1	Vegan Options
8874927/location/0	Tsim Sha Tsui
8874927/location/1	Kowloon
8874927/location/2	Yau Tsim Mong District
8875242/name/0	DIM SUM ICON
8875242/address/0	L308, 3/F, The ONE, No.100 Nathan Road, Tsim Sha Tsui, Kowloon
8875242/cuisine/0	Chinese
8875242/cuisine/1	Asian
8875242/dietary_restrictions/0	Vegetarian Friendly
8875242/location/0	Tsim Sha Tsui
8875242/location/1	Kowloon
8875242/location/2	Yau Tsim Mong District
9454367/name/0	Mr. Steak Cafe
9454367/address/0	Shop 702, 7/F, New Town Plaza Phase 1, No.18 Sha Tin Centre Street, Sha Tin
9454367/cuisine/0	Grill
9454367/cuisine/1	Steakhouse
9454367/dietary_restrictions/0	None
9454367/location/0	New Territories
9454367/location/1	Sha Tin
9456925/name/0	VEA Restaurant and Lounge
9456925/address/0	29-30/F, The Wellington, No.198 Wellington Street, Central
9456925/cuisine/0	French
9456925/cuisine/1	European
9456925/cuisine/2	Asian
9456925/dietary_restrictions/0	Vegetarian Friendly
9456925/dietary_restrictions/1	Gluten Free Options
9456925/location/0	Sheung Wan
9456925/location/1	Central District
9456925/location/2	Hong Kong Island
9585936/name/0	Beefbar Hong Kong
9585936/address/0	2/F, Club Lusitano, 16 Ice House Street, Central
9585936/cuisine/0	Steakhouse
9585936/cuisine/1	European
9585936/dietary_restrictions/0	Gluten Free Options
9585936/location/0	Central
9585936/location/1	Central District
9585936/location/2	Hong Kong Island
9594203/name/0	Capital Cafe
9594203/address/0	G/F, No.107 Sai Yeung Choi Street South, Mong Kok
9594203/cuisine/0	Chinese
9594203/cuisine/1	Fast Food
9594203/cuisine/2	Asian
9594203/dietary_restrictions/0	Vegetarian Friendly
9594203/location/0	Mong Kok
9594203/location/1	Kowloon
9594203/location/2	Yau Tsim Mong District
9600938/name/0	Mak Mak
9600938/address/0	Shop 217A The Landmark, No.15 Queen's Road Central Shop 217A
9600938/cuisine/0	Thai
9600938/cuisine/1	Asian
9600938/dietary_restrictions/0	Vegetarian Friendly
9600938/dietary_restrictions/1	Vegan Options
9600938/dietary_restrictions/2	Gluten Free Options
9600938/location/0	Central
9600938/location/1	Central District
9600938/location/2	Hong Kong Island
9603521/name/0	Goobne Chicken
9603521/address/0	15/F, King Wah Centre, No.628 Nathan Road, Mong Kok
9603521/cuisine/0	Korean
9603521/cuisine/1	Asian
9603521/dietary_restrictions/0	None
9603521/location/0	Mong Kok
9603521/location/1	Kowloon
9603521/location/2	Yau Tsim Mong District
9603724/name/0	Bathers
9603724/address/0	32 Lower Cheung Sha, Lantau Island
9603724/cuisine/0	Bar
9603724/cuisine/1	European
9603724/dietary_restrictions/0	Vegetarian Friendly
9603724/location/0	Lantau Island
9603724/location/1	New Territories
9603724/location/2	Islands District
9696145/name/0	Yan Wo Dou Bun Chong
9696145/address/0	No.55 Jardine's Bazaar, Causeway Bay
9696145/cuisine/0	Chinese
9696145/cuisine/1	Street Food
9696145/cuisine/2	Asian
9696145/dietary_restrictions/0	Vegetarian Friendly
9696145/dietary_restrictions/1	Vegan Options
9696145/location/0	Wan Chai / Causeway Bay
9696145/location/1	Hong Kong Island
9700195/name/0	Ciao Chow Italian Cafeteria
9700195/address/0	G/F, California Tower, 30-32 D'Aguilar Street, Lan Kwai Fong, Central
9700195/cuisine/0	Italian
9700195/cuisine/1	Pizza
9700195/cuisine/2	European
9700195/dietary_restrictions/0	Vegetarian Friendly
9700195/dietary_restrictions/1	Vegan Options
9700195/location/0	Central
9700195/location/1	Central District
9700195/location/2	Hong Kong Island
9706572/name/0	Istanbul Turkish Grills and Kebabs
9706572/address/0	177 Wanchai Road, G/F, Shop No.3
9706572/cuisine/0	Mediterranean
9706572/cuisine/1	Turkish
9706572/cuisine/2	Middle Eastern
9706572/dietary_restrictions/0	Halal
9706572/dietary_restrictions/1	Vegetarian Friendly
9706572/location/0	Wan Chai / Causeway Bay
9706572/location/1	Hong Kong Island
9709378/name/0	Woo Tung Yakiniku Dining Bar
9709378/address/0	Shop F, G/F, Fu Fai Commercial Centre, No.27 Hiller Street, Sheung Wan
9709378/cuisine/0	Japanese
9709378/cuisine/1	Seafood
9709378/cuisine/2	Barbecue
9709378/cuisine/3	Dining bars
9709378/dietary_restrictions/0	None
9709378/location/0	Sheung Wan
9709378/location/1	Central District
9709378/location/2	Hong Kong Island
9718750/name/0	The Drunken Pot
9718750/address/0	Shop 1, 2/F, No.8 Observatory Road, Tsim Sha Tsui
9718750/cuisine/0	Chinese
9718750/cuisine/1	Japanese
9718750/cuisine/2	Fusion
9718750/cuisine/3	Seafood
9718750/cuisine/4	Asian
9718750/cuisine/5	Soups
9718750/dietary_restrictions/0	None
9718750/location/0	Tsim Sha Tsui
9718750/location/1	Kowloon
9718750/location/2	Yau Tsim Mong District
9721096/name/0	Flying Pig Bistro
9721096/address/0	G/F, No.62 High Street, Sai Ying Pun, Western District
9721096/cuisine/0	International
9721096/cuisine/1	European
9721096/dietary_restrictions/0	Gluten Free Options
9721096/dietary_restrictions/1	Vegetarian Friendly
9721096/location/0	Western (Sai Wan)
9721096/location/1	Hong Kong Island
9721096/location/2	Western District
9748293/name/0	Winstons Coffee
9748293/address/0	Shop 4, G/F, No.213 Queens Road West Sai Ying Pun, Western District
9748293/cuisine/0	Cafe
9748293/dietary_restrictions/0	Vegetarian Friendly
9748293/location/0	Western (Sai Wan)
9748293/location/1	Hong Kong Island
9748293/location/2	Sai Ying Pun
9748293/location/3	Western District
9748327/name/0	Prawn Noodle Shop
9748327/address/0	Shop 4, G/F, Rialto Building, No.2 LanDale St, Wan Chai
9748327/cuisine/0	Asian
9748327/cuisine/1	Singaporean
9748327/cuisine/2	Malaysian
9748327/cuisine/3	Chinese
9748327/dietary_restrictions/0	None
9748327/location/0	Wan Chai / Causeway Bay
9748327/location/1	Hong Kong Island
9748327/location/2	Tai Fat Hau
9754561/name/0	Sen-ryo
9754561/address/0	Shop 1086, 1/F, Elements, No.1 Austin Road West, Tsim Sha Tsui
9754561/cuisine/0	Japanese
9754561/cuisine/1	Sushi
9754561/cuisine/2	Asian
9754561/cuisine/3	Seafood
9754561/dietary_restrictions/0	None
9754561/location/0	Kowloon
9754561/location/1	Yau Tsim Mong District
9770092/name/0	MooFish
9770092/address/0	Shop G33, G/F, Discovery Bay North Plaza, No.82 Siena Avenue, Discovery Bay
9770092/cuisine/0	Seafood
9770092/cuisine/1	International
9770092/cuisine/2	European
9770092/dietary_restrictions/0	Vegetarian Friendly
9770092/location/0	New Territories
9770092/location/1	Islands District
9770092/location/2	Discovery Bay
9770756/name/0	Ma's Restaurant
9770756/address/0	21-25 Cheung Sha Wan Road
9770756/cuisine/0	Chinese
9770756/cuisine/1	Asian
9770756/dietary_restrictions/0	Vegetarian Friendly
9770756/dietary_restrictions/1	Halal
9770756/dietary_restrictions/2	Vegan Options
9770756/location/0	Sham Shui Po District
9770756/location/1	Nam Cheong
9770756/location/2	Kowloon
9781728/name/0	Fini's Italian American
9781728/address/0	No.49 Elgin Street, Central G/f
9781728/cuisine/0	Italian
9781728/cuisine/1	Pizza
9781728/cuisine/2	European
9781728/dietary_restrictions/0	Vegetarian Friendly
9781728/dietary_restrictions/1	Vegan Options
9781728/dietary_restrictions/2	Gluten Free Options
9781728/location/0	Central
9781728/location/1	Central District
9781728/location/2	Hong Kong Island
9810336/name/0	Chau Kee
9810336/address/0	Shop H1, G/F, Tung Lee Mansion, Water Street, Sai Ying Pun, Western District
9810336/cuisine/0	Asian
9810336/cuisine/1	Chinese
9810336/dietary_restrictions/0	None
9810336/location/0	Western (Sai Wan)
9810336/location/1	Hong Kong Island
9810336/location/2	Sai Ying Pun
9810336/location/3	Western District
9811628/name/0	Maison Libanaise
9811628/address/0	G/F-2/F, 10 Shelley Street, SoHo, Central
9811628/cuisine/0	Lebanese
9811628/cuisine/1	Mediterranean
9811628/cuisine/2	Middle Eastern
9811628/dietary_restrictions/0	Vegetarian Friendly
9811628/dietary_restrictions/1	Vegan Options
9811628/dietary_restrictions/2	Gluten Free Options
9811628/location/0	Central
9811628/location/1	Central District
9811628/location/2	Hong Kong Island
9836465/name/0	New Curry Pot
9836465/address/0	10 Hoi Ning Street Ground Floor, Shop 1
9836465/cuisine/0	Indian
9836465/cuisine/1	Asian
9836465/cuisine/2	Nepali
9836465/dietary_restrictions/0	None
9836465/location/0	Eastern District
9836465/location/1	Hong Kong Island
9836465/location/2	Sai Wan Ho
9872555/name/0	LE SALON DE THE de Joel Robuchon
9872555/address/0	No.8 Financial Street, Central Shop 2045A,Podium Level 2, ifc mall
9872555/cuisine/0	Cafe
9872555/cuisine/1	European
9872555/dietary_restrictions/0	None
9872555/location/0	Central
9872555/location/1	Central District
9872555/location/2	Hong Kong Island
10034402/name/0	MINH & KOK
10034402/address/0	Shop C&D, G/F, No.66-72 Paterson Street, Fashion Walk, Causeway Bay
10034402/cuisine/0	Asian
10034402/cuisine/1	Vietnamese
10034402/cuisine/2	Thai
10034402/dietary_restrictions/0	Vegetarian Friendly
10034402/location/0	Wan Chai / Causeway Bay
10034402/location/1	Hong Kong Island
10034697/name/0	Coedo Taproom
10034697/address/0	Shop C, G/F, Food Street, No.50-56 Paterson Street, Fashion Walk, Causeway Bay
10034697/cuisine/0	Japanese
10034697/cuisine/1	Bar
10034697/cuisine/2	Asian
10034697/cuisine/3	Pub
10034697/dietary_restrictions/0	Vegetarian Friendly
10034697/location/0	Wan Chai / Causeway Bay
10034697/location/1	Hong Kong Island
10043179/name/0	Plat du Jour
10043179/address/0	Shop 007, LG1/F, Pacific Place, 88 Queensway, Admiralty
10043179/cuisine/0	French
10043179/cuisine/1	European
10043179/dietary_restrictions/0	None
10043179/location/0	Hong Kong Island
10043179/location/1	Tai Fat Hau
10049130/name/0	Belon
10049130/address/0	No.41 Elgin Street, SoHo
10049130/cuisine/0	French
10049130/cuisine/1	European
10049130/dietary_restrictions/0	None
10049130/location/0	Central
10049130/location/1	Central District
10049130/location/2	Hong Kong Island
10049179/name/0	Okra Kitchen
10049179/address/0	110 Queen's Road West G/f
10049179/cuisine/0	Japanese
10049179/cuisine/1	Asian
10049179/cuisine/2	Contemporary
10049179/cuisine/3	Fusion
10049179/dietary_restrictions/0	Vegetarian Friendly
10049179/dietary_restrictions/1	Vegan Options
10049179/location/0	Western (Sai Wan)
10049179/location/1	Central District
10049179/location/2	Hong Kong Island
10089430/name/0	Capo
10089430/address/0	Shop 4C-D, Tower 1, PL/F., China Hong Kong City
10089430/cuisine/0	Italian
10089430/cuisine/1	Pizza
10089430/cuisine/2	Mediterranean
10089430/cuisine/3	European
10089430/cuisine/4	Romana
10089430/cuisine/5	Lazio
10089430/cuisine/6	Central-Italian
10089430/dietary_restrictions/0	Vegetarian Friendly
10089430/dietary_restrictions/1	Vegan Options
10089430/dietary_restrictions/2	Gluten Free Options
10089430/location/0	Tsim Sha Tsui
10089430/location/1	Kowloon
10089430/location/2	Yau Tsim Mong District
10147725/name/0	The Sultan's Table
10147725/address/0	3-5 Old Bailey Street, Soho LG/F, Hollywood Commercial House, Central
10147725/cuisine/0	Mediterranean
10147725/cuisine/1	Turkish
10147725/cuisine/2	Middle Eastern
10147725/cuisine/3	International
10147725/dietary_restrictions/0	Vegetarian Friendly
10147725/dietary_restrictions/1	Halal
10147725/dietary_restrictions/2	Vegan Options
10147725/location/0	Central
10147725/location/1	Central District
10147725/location/2	Hong Kong Island
10174021/name/0	Le Pain Quotidien
10174021/address/0	Shop G40-41, The Avenue, Lee Tung Avenue, Wan Chai
10174021/cuisine/0	Cafe
10174021/cuisine/1	European
10174021/dietary_restrictions/0	Vegetarian Friendly
10174021/dietary_restrictions/1	Vegan Options
10174021/dietary_restrictions/2	Gluten Free Options
10174021/location/0	Wan Chai / Causeway Bay
10174021/location/1	Hong Kong Island
10174021/location/2	Southorn Playground
10181893/name/0	Pho Bar
10181893/address/0	G/F, No.24 Li Yuen Street West, Central
10181893/cuisine/0	Vietnamese
10181893/cuisine/1	Asian
10181893/dietary_restrictions/0	None
10181893/location/0	Central
10181893/location/1	Central District
10181893/location/2	Hong Kong Island
10195931/name/0	Shanghai Lao Lao
10195931/address/0	Shop B, G/F, W Square, No.314-324 Hennessy Road, Wan Chai
10195931/cuisine/0	Chinese
10195931/cuisine/1	Asian
10195931/dietary_restrictions/0	Vegetarian Friendly
10195931/location/0	Wan Chai / Causeway Bay
10195931/location/1	Hong Kong Island
10205174/name/0	Oma's Kitchen
10205174/address/0	1/F, Beach Commercial Complex, Park Island, Ma Wan
10205174/cuisine/0	German
10205174/dietary_restrictions/0	None
10205174/location/0	New Territories
10205174/location/1	Tsuen Wan
10205174/location/2	Tsuen Wan West
10209679/name/0	Dacha
10209679/address/0	38-40 Hollywood Road G/Floor Wing On Building
10209679/cuisine/0	Russian
10209679/cuisine/1	Eastern European
10209679/cuisine/2	Ukrainian
10209679/cuisine/3	Central European
10209679/dietary_restrictions/0	Vegetarian Friendly
10209679/location/0	Central
10209679/location/1	Central District
10209679/location/2	Hong Kong Island
10223540/name/0	La Creperie
10223540/address/0	1/F, Kui Chi Mansion, 100-102 Queen's Road East Wan Chai
10223540/cuisine/0	French
10223540/cuisine/1	European
10223540/dietary_restrictions/0	Gluten Free Options
10223540/dietary_restrictions/1	Vegetarian Friendly
10223540/location/0	Wan Chai / Causeway Bay
10223540/location/1	Hong Kong Island
10223540/location/2	Tai Fat Hau
10238776/name/0	Casa Pennington
10238776/address/0	3/F, Hotel Pennington by Rhombus, 13-15 Pennington Street, Causeway Bay
10238776/cuisine/0	Italian
10238776/cuisine/1	Seafood
10238776/cuisine/2	European
10238776/cuisine/3	Australian
10238776/dietary_restrictions/0	None
10238776/location/0	Wan Chai / Causeway Bay
